"label","selec","start","end","path","file","threshold","ribbit"
"P",18,2956.25,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_064002.wav","hmm",0.10412623993422
"P",7,1004.25,1490.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_074002_低.wav","hmm",0.551893286926099
"P",10,2315.25,2841.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_074002_低.wav","hmm",0.203715428598362
"P",1,0.75,639.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_084002.wav","hmm",0.191510626183655
"P",6,2065.75,2277.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_084002.wav","hmm",0.122056726866097
"P",7,2321.75,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_084002.wav","hmm",0.142913207641167
"P",1,0.25,609.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_094002.wav","hmm",0.1050083740763
"P",2,2069.25,2275.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_094002.wav","hmm",0.206004933984668
"P",4,3352.75,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_094002.wav","hmm",0.0686778447349893
"P",1,0.25,1482.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_104003_低.wav","hmm",0.0830577450797518
"P",2,2332.25,3597.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_104003_低.wav","hmm",0.0899961923227087
"P",1,0.25,749.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_114002.wav","hmm",0.0744761483612796
"P",3,1476.25,2270.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_114002.wav","hmm",0.0460207497301146
"P",4,306.25,500.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_124003.wav","hmm",0.0893731487703428
"P",5,566.25,759.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_124003.wav","hmm",0.101377125982387
"P",6,869.75,1095.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_124003.wav","hmm",0.0607871130729053
"P",10,1612.25,1832.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_124003.wav","hmm",0.135860099873308
"P",11,1865.75,2069.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_124003.wav","hmm",0.137170003898992
"P",5,874.25,1126.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_134002.wav","hmm",0.0397347484316777
"P",6,1264.25,1855.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_134002.wav","hmm",0.054050234049278
"P",9,2731.25,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_144002.wav","hmm",0.0227743973902468
"P",1,0.25,1682.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_154002.wav","hmm",0.027703775546347
"P",1,151.75,398.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_164004.wav","hmm",0.0446899238629856
"P",5,687.25,1725.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_164004.wav","hmm",0.0845309130324694
"P",6,1814.75,2061.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_164004.wav","hmm",0.24443507458981
"P",16,3301.25,3544.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_164004.wav","hmm",0.128899475984829
"P",3,374.25,2629.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_174002.wav","hmm",0.0668814027041698
"P",8,1328.25,1708.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_184002.wav","hmm",0.072995097525822
"P",13,2162.25,2351.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210605_184002.wav","hmm",0.160705343175669
"P",1,147.75,358.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_054000.wav","hmm",0.345898642528216
"P",8,910.75,2154.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_054000.wav","hmm",0.149728300394879
"P",3,2567.25,3104.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_064003_中.wav","hmm",0.681880796919872
"P",2,733.75,3230.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_074002.wav","hmm",0.119528500610999
"P",2,943.25,1671.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_084002.wav","hmm",0.141759552587677
"P",2,1344.25,2248.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_094002_中.wav","hmm",0.311987489651099
"P",2,301.25,1590.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_104003_高.wav","hmm",0.10926227953509
"P",4,3047.75,3344.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_104003_高.wav","hmm",0.412717844871511
"P",5,3398.75,3597.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_104003_高.wav","hmm",0.605473937725498
"P",1,0.25,361.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_114002_高有亚成年.wav","hmm",0.47006882928552
"P",3,589.25,783.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_114002_高有亚成年.wav","hmm",0.132448949336231
"P",4,814.75,2608.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_114002_高有亚成年.wav","hmm",0.220653079018861
"P",6,516.75,792.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_124002_高有亚成年.wav","hmm",0.659257713364653
"P",9,1005.75,1902.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_124002_高有亚成年.wav","hmm",0.479190294281952
"P",1,30.25,244.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_134003.wav","hmm",0.18684963122706
"P",2,1277.75,1669.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_134003.wav","hmm",0.250696928989887
"P",3,1772.75,2131.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_134003.wav","hmm",0.117787194499087
"P",5,2240.75,2497.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_134003.wav","hmm",0.276134672735276
"P",6,2567.25,3594.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_134003.wav","hmm",0.191060467918165
"P",1,0.25,1367.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_144002.wav","hmm",0.129975465060586
"P",2,309.75,507.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_154002.wav","hmm",0.137899723831821
"P",3,1107.25,1362.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_154002.wav","hmm",0.0430901726164927
"P",6,2254.25,2854.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_154002.wav","hmm",0.154006120617448
"P",8,3012.25,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_154002.wav","hmm",0.114124801002075
"P",3,278.25,788.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_164004.wav","hmm",0.0863351234872281
"P",7,1976.25,2282.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_164004.wav","hmm",0.0763266787215112
"P",10,2583.75,3041.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_164004.wav","hmm",0.0856500648563805
"P",1,343.75,696.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_174002.wav","hmm",0.103334159878602
"P",6,1150.75,1452.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_174002.wav","hmm",0.129995406521194
"P",9,2469.25,3390.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_174002.wav","hmm",0.114603962838998
"P",2,266.25,677.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_184002.wav","hmm",0.0955464274302476
"P",4,856.25,2726.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210606_184002.wav","hmm",0.0642717855085846
"P",6,586.75,1620.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_054000_中.wav","hmm",0.28682693554511
"P",11,1766.75,2191.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_064003_中.wav","hmm",0.579663419623518
"P",12,2257.75,2529.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_064003_中.wav","hmm",0.140696843769847
"P",3,1833.25,2276.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_074002_中.wav","hmm",0.587914631353577
"P",4,2885.25,3382.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_074002_中.wav","hmm",0.0808477938312246
"P",1,0.25,884.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_084002.wav","hmm",0.0950097446589374
"P",3,2966.25,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_084002.wav","hmm",0.168670189067176
"P",1,0.25,298.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_094002.wav","hmm",0.13132553425649
"P",3,1120.25,2060.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_094002.wav","hmm",0.204968009830062
"P",1,550.25,962.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_104004.wav","hmm",0.129879189312254
"P",3,1353.75,3597.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_124003.wav","hmm",0.0825377690490391
"P",4,1538.25,2442.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_144003.wav","hmm",0.0790341597379797
"P",1,1698.25,2835.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_154002.wav","hmm",0.0905725618262866
"P",1,0.25,579.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_164004.wav","hmm",0.107006318930501
"P",3,2365.25,3596.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_164004.wav","hmm",0.0804649246591412
"P",6,1359.75,1562.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_174002.wav","hmm",0.130681942613019
"P",7,1615.75,2055.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_174002.wav","hmm",0.123815438875997
"P",8,2734.25,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_174002.wav","hmm",0.153744205282313
"P",5,1567.75,3031.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210607_184002.wav","hmm",0.0874726018632636
"P",2,57.25,338.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_054000.wav","hmm",0.335808390770028
"P",3,400.75,1719.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_054000.wav","hmm",0.103725086532082
"P",4,830.75,1071.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_064003.wav","hmm",0.335917284126934
"P",10,1596.75,1957.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_064003.wav","hmm",0.174302163322573
"P",12,2381.25,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_064003.wav","hmm",0.0380311871078167
"P",1,1669.25,2183.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_074003.wav","hmm",0.202532264135722
"P",2,1350.25,1675.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_084004_低.wav","hmm",0.239841108683296
"P",3,1966.25,2284.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_084004_低.wav","hmm",0.150451481029901
"P",5,2421.25,3405.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_084004_低.wav","hmm",0.14174019824407
"P",3,927.25,1534.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_094004.wav","hmm",0.116831904222024
"P",9,865.25,1303.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_104005_中.wav","hmm",0.73159604828289
"P",10,1512.25,2085.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_104005_中.wav","hmm",0.178747139140584
"P",1,0.25,937.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_114004.wav","hmm",0.182756111930332
"P",6,2914.25,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_124003.wav","hmm",0.012346697956006
"P",1,0.25,1620.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_134003.wav","hmm",0.021447211807845
"P",1,0.25,635.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_144003.wav","hmm",0.0356392886477485
"P",2,695.25,1071.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_144003.wav","hmm",0.0310697003763261
"P",4,1802.75,2613.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_144003.wav","hmm",0.026355053386465
"P",6,1197.25,1851.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_154003.wav","hmm",0.020643271999553
"P",4,871.25,1102.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_164005.wav","hmm",0.158221123276249
"P",2,700.25,1417.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_174003.wav","hmm",0.189718815007461
"P",1,0.25,1900.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210608_184003.wav","hmm",0.104912593402363
"P",4,618.25,2123.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_054000.wav","hmm",0.199893662633871
"P",2,691.25,1158.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_064002_中.wav","hmm",0.684218119282376
"P",4,2360.25,3429.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_074002.wav","hmm",0.150401624300948
"P",1,60.25,352.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_084002.wav","hmm",0.171425622311208
"P",5,2190.25,2934.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_084002.wav","hmm",0.192101011901092
"P",6,3053.75,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_084002.wav","hmm",0.185963091120425
"P",1,0.25,660.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_094003.wav","hmm",0.156796651319854
"P",4,898.75,1711.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_094003.wav","hmm",0.175416906416118
"P",4,1503.75,3596.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_104004.wav","hmm",0.0269269998730933
"P",1,1.75,1044.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_114002.wav","hmm",0.0605470717377872
"P",3,1357.75,1759.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_114002.wav","hmm",0.147476777541878
"P",1,1714.25,2766.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_124002.wav","hmm",0.177940302882435
"P",4,3196.75,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_124002.wav","hmm",0.04540171182328
"P",2,103.75,2542.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_134002.wav","hmm",0.0356341120759325
"P",1,0.25,1352.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_144002.wav","hmm",0.030221852777315
"P",2,387.25,1246.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_154003.wav","hmm",0.136222099007048
"P",3,1309.25,2011.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_154003.wav","hmm",0.148092246823035
"P",4,2299.75,2702.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_154003.wav","hmm",0.137016681208011
"P",4,1386.25,1567.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_164004.wav","hmm",0.0723863696191413
"P",5,1604.75,1904.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_164004.wav","hmm",0.355344736027082
"P",1,0.25,365.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_174003.wav","hmm",0.0550935103054597
"P",2,442.75,1077.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_174003.wav","hmm",0.0612633728318259
"P",3,1108.25,1426.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_174003.wav","hmm",0.102429964732024
"P",4,1488.25,1675.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_174003.wav","hmm",0.0969456382922876
"P",6,2050.75,2362.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_174003.wav","hmm",0.110174568280905
"P",4,1563.25,2681.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210609_184003.wav","hmm",0.199435109825909
"P",6,565.75,1910.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_054000.wav","hmm",0.20508680077381
"P",10,2791.25,3339.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_054000.wav","hmm",0.545842154597926
"P",13,1961.75,2366.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_064002.wav","hmm",0.199219120416058
"P",2,784.25,1451.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_074002.wav","hmm",0.201615225668265
"P",10,3330.75,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_084002.wav","hmm",0.160779142165509
"P",1,155.25,946.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_094002.wav","hmm",0.195145827589327
"P",2,987.75,1178.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_094002.wav","hmm",0.324010641792917
"P",7,2614.75,2930.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_094002.wav","hmm",0.196024178005674
"P",1,5.25,938.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_104004.wav","hmm",0.172450974000083
"P",1,122.75,489.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_114002.wav","hmm",0.277417551946278
"P",2,842.25,1313.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_114002.wav","hmm",0.109751436144636
"P",3,2274.75,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_114002.wav","hmm",0.163891688018325
"P",1,0.25,582.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_124002.wav","hmm",0.110789528503576
"P",2,1776.75,2033.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_124002.wav","hmm",0.111429721197492
"P",7,2764.75,3260.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_124002.wav","hmm",0.105078909295086
"P",8,3312.25,3508.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_124002.wav","hmm",0.237828739209972
"P",1,1852.25,2481.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_134002.wav","hmm",0.265895130486949
"P",5,3336.25,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_134002.wav","hmm",0.179700527824258
"P",6,2210.75,3131.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_144003.wav","hmm",0.0370353975387551
"P",1,0.25,261.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_154002.wav","hmm",0.316922216669468
"P",1,31.75,343.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_174002.wav","hmm",0.0507323543468731
"P",3,597.25,1449.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_174002.wav","hmm",0.0358833284702534
"P",4,1497.75,1706.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_174002.wav","hmm",0.121076940273916
"P",1,0.25,200.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_184002.wav","hmm",0.15684321644421
"P",6,1737.75,2350.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210610_184002.wav","hmm",0.0583936909531797
"P",4,439.25,1847.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_054100_中.wav","hmm",0.150305180112655
"P",7,3312.25,3569.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_054100_中.wav","hmm",0.666112674353647
"P",11,1532.25,1758.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_064102.wav","hmm",0.433614247863929
"P",2,1060.75,1753.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_084102.wav","hmm",0.315038024149529
"P",3,1912.25,3047.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_084102.wav","hmm",0.209433760216642
"P",4,3214.75,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_084102.wav","hmm",0.214044138329422
"P",1,0.25,202.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_094102.wav","hmm",0.329209322412031
"P",4,2197.75,2409.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_094102.wav","hmm",0.127457954900216
"P",6,2592.75,2983.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_094102.wav","hmm",0.226934871358444
"P",1,757.25,1010.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_114102.wav","hmm",0.208812111029123
"P",3,1101.25,1535.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_114102.wav","hmm",0.161249892287082
"P",11,2389.75,3042.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_114102.wav","hmm",0.215398958540005
"P",2,830.25,1652.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_124102.wav","hmm",0.109809079329813
"P",4,2726.25,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_124102.wav","hmm",0.0288366717108875
"P",1,0.25,1376.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_134103.wav","hmm",0.0468005834016067
"P",6,1177.25,1464.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_144102.wav","hmm",0.0711838130197227
"P",11,2618.75,2835.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_144102.wav","hmm",0.119704034672823
"P",15,3384.25,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_144102.wav","hmm",0.0667962792031111
"P",1,0.25,1383.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_154102.wav","hmm",0.0590849630042334
"P",1,639.75,1836.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_164104.wav","hmm",0.0719268382423967
"P",2,1867.75,2198.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_164104.wav","hmm",0.0572648033723881
"P",1,0.75,1278.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_174102.wav","hmm",0.111024933434074
"P",5,2256.75,3598.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_174102.wav","hmm",0.0814621668104616
"P",1,0.25,1852.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210611_184102.wav","hmm",0.0984227760190097
"P",1,977.25,1976.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210612_054100_低.wav","hmm",0.190776725381897
"P",4,1976.25,2245.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210612_064102.wav","hmm",0.0850904978039058
"P",7,3058.25,3342.25,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210612_064102.wav","hmm",0.0703859274011429
"P",1,0.25,1221.75,"I:/Autonomous_rec/2021.6/B/S4A14540(B1)/src_data","S4A14540_20210612_074103_低.wav","hmm",0.0346854561231819
