"label","selec","start","end","path","file","threshold","ribbit"
"P",2,253.25,557.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210602_113915.wav","hmm",0.20859898515914
"P",8,1053.25,1234.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210602_113915.wav","hmm",0.186540125546677
"P",15,2240.75,2607.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210602_123902.wav","hmm",0.0842888452237316
"P",16,3066.75,3384.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210602_123902.wav","hmm",0.0664057537737762
"P",3,1736.25,2773.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210602_133902.wav","hmm",0.0437419747369139
"P",6,1049.25,2988.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210602_143902.wav","hmm",0.0355654597629406
"P",4,1690.75,1897.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210602_153902.wav","hmm",0.200807525614545
"P",5,1964.25,2243.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210602_153902.wav","hmm",0.144520168933773
"P",1,600.75,1227.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210602_163902.wav","hmm",0.135127166203895
"P",8,2665.75,2911.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210602_163902.wav","hmm",0.164419201229919
"P",1,516.25,1258.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210602_173902.wav","hmm",0.0601457465401512
"P",1,3.75,464.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_060000.wav","hmm",0.121308637142667
"P",20,3228.75,3586.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_060000.wav","hmm",0.227186423490768
"P",20,2898.25,3153.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_070002.wav","hmm",0.153941279957088
"P",21,3198.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_070002.wav","hmm",0.238570463486037
"P",2,130.25,325.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_080002.wav","hmm",0.383671274601782
"P",6,677.25,1486.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_080002.wav","hmm",0.254216648588772
"P",8,2044.25,3588.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_080002.wav","hmm",0.259304245666951
"P",1,1.25,376.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_090002.wav","hmm",0.324215622889481
"P",3,707.25,1475.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_090002.wav","hmm",0.272578041391749
"P",13,2767.25,2973.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_090002.wav","hmm",0.306333502000149
"P",3,162.25,432.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_100002.wav","hmm",0.281932530916633
"P",8,2521.25,2753.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_110002.wav","hmm",0.118251249017804
"P",1,0.25,186.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_120002.wav","hmm",0.186468521641123
"P",11,2755.75,3307.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_120002.wav","hmm",0.049514211004126
"P",1,1.75,492.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_130002.wav","hmm",0.10220440627276
"P",4,978.25,1392.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_130002.wav","hmm",0.071966277241966
"P",5,1479.75,1683.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_130002.wav","hmm",0.131066047486458
"P",9,2615.75,3144.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_130002.wav","hmm",0.0610034260212942
"P",11,2964.25,3183.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_140002.wav","hmm",0.161042008205247
"P",3,1949.75,2653.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_150002.wav","hmm",0.0756611707012029
"P",1,198.25,611.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_160002.wav","hmm",0.0625928922580437
"P",3,3169.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_160002.wav","hmm",0.091317975125518
"P",2,200.25,537.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_170002.wav","hmm",0.0632420759897301
"P",6,1467.25,1789.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210603_170002.wav","hmm",0.154592433203265
"P",4,279.75,610.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_070002.wav","hmm",0.29164955435787
"P",7,847.75,1029.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_070002.wav","hmm",0.198939709259017
"P",9,1197.25,1404.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_070002.wav","hmm",0.260759257585372
"P",14,2183.75,2780.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_070002.wav","hmm",0.276923486737189
"P",15,2835.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_070002.wav","hmm",0.261403675749986
"P",1,0.25,254.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_080002.wav","hmm",0.252226869769321
"P",14,1227.75,1612.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_080002.wav","hmm",0.35353825530156
"P",21,2337.75,2692.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_080002.wav","hmm",0.244654930902547
"P",22,2725.25,3593.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_080002.wav","hmm",0.210660743295484
"P",1,0.25,1289.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_090002.wav","hmm",0.190770206967242
"P",5,1818.75,2019.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_090002.wav","hmm",0.175989444852046
"P",9,2432.25,2673.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_090002.wav","hmm",0.186233478418848
"P",1,0.25,1326.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_100002.wav","hmm",0.342281229270589
"P",6,2470.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_110002.wav","hmm",0.0251324195036892
"P",1,0.25,1163.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_120002.wav","hmm",0.0113291967163512
"P",1,0.25,1107.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_130002.wav","hmm",0.105295176647739
"P",4,674.25,2299.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_140002.wav","hmm",0.0422622897166479
"P",5,2340.25,2522.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_140002.wav","hmm",0.0740998190595625
"P",10,2700.75,2923.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_150002.wav","hmm",0.0672517653639834
"P",2,722.25,1904.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_160002.wav","hmm",0.042786786964025
"P",5,3317.25,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_160002.wav","hmm",0.0886437941194377
"P",6,2161.25,2835.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210604_170002.wav","hmm",0.0715220236126887
"P",1,0.25,614.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_060000.wav","hmm",0.068759256852689
"P",16,2284.25,2487.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_060000.wav","hmm",0.349122972858442
"P",6,1127.75,1315.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_070002.wav","hmm",0.241417864184955
"P",13,2280.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_070002.wav","hmm",0.071763714583559
"P",15,2033.75,2522.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_080002.wav","hmm",0.233353488959398
"P",16,2573.75,3045.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_080002.wav","hmm",0.123392463213434
"P",1,0.25,392.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_090002.wav","hmm",0.0249650113437306
"P",3,1701.25,1919.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_090002.wav","hmm",0.0659079479829606
"P",4,1958.25,2207.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_090002.wav","hmm",0.0545575289070936
"P",6,2601.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_090002.wav","hmm",0.0622918827128497
"P",1,0.25,986.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_100002.wav","hmm",0.0642479591728301
"P",5,2704.25,3361.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_100002.wav","hmm",0.0498244605891579
"P",5,1393.75,1574.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_110002.wav","hmm",0.130721874604639
"P",8,2652.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_110002.wav","hmm",0.0600485743823215
"P",5,1382.25,1677.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_130002.wav","hmm",0.289531623953205
"P",1,0.25,1082.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_140002.wav","hmm",0.014521359969517
"P",7,1905.25,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_150002.wav","hmm",0.010676259221873
"P",1,0.25,685.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_160002.wav","hmm",0.00905477183845836
"P",2,2027.25,2565.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_160002.wav","hmm",0.112099543762274
"P",8,3058.25,3318.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_160002.wav","hmm",0.135440243904844
"P",3,3289.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210605_170002.wav","hmm",0.0598939867435141
"P",19,3297.25,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_070002.wav","hmm",0.0277443402645824
"P",1,158.25,931.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_080002.wav","hmm",0.290471812811392
"P",2,965.25,1335.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_080002.wav","hmm",0.23572381415343
"P",4,1466.75,1658.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_080002.wav","hmm",0.151909001137131
"P",10,3035.75,3263.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_080002.wav","hmm",0.305972884246336
"P",9,2474.25,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_090002.wav","hmm",0.112794072990206
"P",1,4.75,257.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_100002.wav","hmm",0.109922560126985
"P",1,0.25,1886.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_110002.wav","hmm",0.034715116230698
"P",4,2929.25,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_110002.wav","hmm",0.0506758630771085
"P",2,62.75,433.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_120002.wav","hmm",0.032634417726194
"P",3,517.75,750.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_120002.wav","hmm",0.296346543703406
"P",8,3178.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_120002.wav","hmm",0.102993325239
"P",10,2733.25,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_130002.wav","hmm",0.0603044563526395
"P",1,1519.25,2184.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_150002.wav","hmm",0.0869503806242887
"P",3,3019.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_150002.wav","hmm",0.0733864438680865
"P",1,0.75,341.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_160002.wav","hmm",0.0773457726268421
"P",4,1163.75,2355.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_160002.wav","hmm",0.115894839181546
"P",1,395.25,1280.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_170002.wav","hmm",0.0860862345857204
"P",2,1319.75,1628.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_170002.wav","hmm",0.0860937688715663
"P",3,2270.25,2856.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210606_170002.wav","hmm",0.0553355769357242
"P",1,0.25,445.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_060000.wav","hmm",0.123522933403729
"P",7,1695.25,2023.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_070002.wav","hmm",0.184972606529728
"P",8,2054.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_070002.wav","hmm",0.183398124849653
"P",1,0.25,580.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_080002.wav","hmm",0.182234418742869
"P",6,1316.75,1851.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_080002.wav","hmm",0.264934671440214
"P",7,1896.25,3415.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_080002.wav","hmm",0.201210151657879
"P",13,1544.75,2300.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_090002.wav","hmm",0.177076276412951
"P",14,2340.75,2588.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_090002.wav","hmm",0.184493436456654
"P",20,3324.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_090002.wav","hmm",0.182379400305572
"P",1,0.25,511.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_100002.wav","hmm",0.138080201753189
"P",1,0.25,911.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_110002.wav","hmm",0.030915051733846
"P",4,1697.75,2022.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_110002.wav","hmm",0.186673302110942
"P",7,2783.25,2986.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_110002.wav","hmm",0.137504666479288
"P",9,3224.75,3494.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_110002.wav","hmm",0.46831380479085
"P",1,0.75,636.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_120002.wav","hmm",0.137517221286965
"P",3,2030.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_120002.wav","hmm",0.0408296219248741
"P",1,0.75,325.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_150002.wav","hmm",0.0445336831503935
"P",9,2550.25,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_150002.wav","hmm",0.0778114193806385
"P",1,0.75,805.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_160002.wav","hmm",0.0810451603039665
"P",3,1060.75,1904.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_160002.wav","hmm",0.0536700434837608
"P",4,3154.25,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_160002.wav","hmm",0.0509800492334515
"P",2,1048.25,2342.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_170002.wav","hmm",0.0703740535457799
"P",6,3121.25,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210607_170002.wav","hmm",0.108628540103818
"P",1,0.25,709.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_060000.wav","hmm",0.0995483737449661
"P",10,2210.25,3599.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_060000.wav","hmm",0.0393135373786907
"P",6,1646.25,2193.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_070002.wav","hmm",0.266164150258232
"P",11,2420.75,2708.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_070002.wav","hmm",0.102834312543016
"P",16,3393.25,3588.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_070002.wav","hmm",0.0900240027661627
"P",9,906.75,1165.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_080002.wav","hmm",0.438594739842933
"P",10,1262.25,1785.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_080002.wav","hmm",0.228635641747162
"P",11,1824.75,2331.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_080002.wav","hmm",0.283130292916763
"P",13,2430.25,2903.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_080002.wav","hmm",0.259929017425603
"P",14,2937.25,3245.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_080002.wav","hmm",0.240996070294203
"P",5,458.75,857.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_090002.wav","hmm",0.253207330300611
"P",1,0.25,711.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_120002.wav","hmm",0.0635348142685302
"P",9,2088.25,3020.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_120002.wav","hmm",0.0460942960262657
"P",1,1070.25,1291.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_130002.wav","hmm",0.0168011374038714
"P",2,1851.25,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_130002.wav","hmm",0.00827763473218121
"P",1,0.25,1686.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_140002.wav","hmm",0.0140041570237015
"P",1,0.25,1739.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_150002.wav","hmm",0.010447292328617
"P",2,1274.75,1592.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_160002.wav","hmm",0.0916674878219646
"P",6,3138.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210608_170002.wav","hmm",0.06505574046109
"P",1,0.25,582.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210609_060000.wav","hmm",0.0611311968698987
"P",4,404.75,2139.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210609_080002.wav","hmm",0.154443535169064
"P",11,3149.25,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210609_080002.wav","hmm",0.134681598083181
"P",1,15.25,2600.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210609_090002.wav","hmm",0.106005057230052
"P",1,0.75,2217.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210609_100002.wav","hmm",0.148008769835326
"P",2,113.75,429.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210609_110002.wav","hmm",0.0502008961357375
"P",17,3271.25,3514.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210609_110002.wav","hmm",0.0422308818609037
"P",6,3061.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210609_120002.wav","hmm",0.0171041207083837
"P",1,2486.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210609_130002.wav","hmm",0.00727952725528232
"P",1,0.25,1620.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210609_140002.wav","hmm",0.00960702340696333
"P",10,2834.25,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210609_150002.wav","hmm",0.0695108316268863
"P",1,92.25,496.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210609_160002.wav","hmm",0.134972616641817
"P",2,1710.75,2167.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210609_160002.wav","hmm",0.120426444484081
"P",9,3300.75,3495.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210609_160002.wav","hmm",0.162978875327764
"P",4,1545.75,2369.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210609_170002.wav","hmm",0.0929218025942943
"P",1,0.25,290.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_060000.wav","hmm",0.546289413719688
"P",5,1586.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_070002.wav","hmm",0.191366264260186
"P",1,15.75,724.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_080002.wav","hmm",0.176143103488406
"P",7,1256.75,1801.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_080002.wav","hmm",0.245586659428691
"P",10,2105.75,2355.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_080002.wav","hmm",0.11620130780953
"P",11,2394.25,3044.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_080002.wav","hmm",0.184720859920159
"P",2,143.25,367.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_090002.wav","hmm",0.198501155595514
"P",3,424.75,827.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_090002.wav","hmm",0.145680942036396
"P",4,990.25,1368.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_090002.wav","hmm",0.14148961363999
"P",6,1521.75,2410.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_090002.wav","hmm",0.197910221196379
"P",8,2553.75,2768.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_090002.wav","hmm",0.206282787212952
"P",1,0.25,760.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_100002.wav","hmm",0.105645432086516
"P",3,907.25,1193.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_100002.wav","hmm",0.142473489617957
"P",1,0.25,1463.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_110002.wav","hmm",0.055571629282184
"P",1,0.75,2243.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_120002.wav","hmm",0.0965179738200788
"P",5,1541.25,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_140002.wav","hmm",0.0985321152105197
"P",1,0.25,1875.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_150002.wav","hmm",0.0282605820826204
"P",2,219.75,1030.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_160002.wav","hmm",0.0694786154879085
"P",5,2767.25,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_160002.wav","hmm",0.0975935724423417
"P",4,2450.25,3376.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210610_170002.wav","hmm",0.0083945991000107
"P",13,1603.75,1921.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210611_060000.wav","hmm",0.169070600093983
"P",7,2415.75,2733.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210611_080002.wav","hmm",0.15660874822163
"P",8,2764.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210611_080002.wav","hmm",0.174725839026319
"P",7,926.75,3597.75,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210611_090002.wav","hmm",0.124319956546516
"P",1,0.25,1721.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210611_100002.wav","hmm",0.117966075909977
"P",1,0.25,616.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210611_110002.wav","hmm",0.121944335163886
"P",2,690.75,1061.25,"I:/Autonomous_rec/2021.6/A/SMA04217(A12)/src_data","SMA04217_20210611_110002.wav","hmm",0.192138693353159
